109
9 8 8 7 6 5 4 3 2 1 0 1 2 3 9 8 12 2147483647 14 2147483647 2147483647 2147483647 2147483647 2147483647 10 9 10 11 12 13 14 2147483647 2147483647 2147483647 2147483647 11 10 12 14 2147483647 2147483647 16 12 11 12 13 14 15 16 2147483647 2147483647 2147483647 15 14 13 12 13 14 16 2147483647 2147483647 2147483647 2147483647 16 15 14 13 14 15 16 17 18 19 20 21 22 23 15 16 18 17 16 17 18 19 19 18 17 18 19 20 20 19 18 19 20 21 21 20 19 20 21 22 22 21 20 21 22 23 
10 9 9 8 7 6 5 4 3 2 1 0 1 2 10 9 13 2147483647 15 2147483647 2147483647 2147483647 2147483647 2147483647 11 10 11 12 13 14 15 2147483647 2147483647 2147483647 2147483647 12 11 13 15 2147483647 2147483647 17 13 12 13 14 15 16 17 2147483647 2147483647 2147483647 16 15 14 13 14 15 17 2147483647 2147483647 2147483647 2147483647 17 16 15 14 15 16 17 18 19 20 21 22 23 24 16 17 19 18 17 18 19 20 20 19 18 19 20 21 21 20 19 20 21 22 22 21 20 21 22 23 23 22 21 22 23 24 
11 10 10 9 8 7 6 5 4 3 2 1 0 1 11 10 14 2147483647 16 2147483647 2147483647 2147483647 2147483647 2147483647 12 11 12 13 14 15 16 2147483647 2147483647 2147483647 2147483647 13 12 14 16 2147483647 2147483647 18 14 13 14 15 16 17 18 2147483647 2147483647 2147483647 17 16 15 14 15 16 18 2147483647 2147483647 2147483647 2147483647 18 17 16 15 16 17 18 19 20 21 22 23 24 25 17 18 20 19 18 19 20 21 21 20 19 20 21 22 22 21 20 21 22 23 23 22 21 22 23 24 24 23 22 23 24 25 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2 11 1 10 11 12 13 14 15 16 17 18 19 20 0 9 11 2147483647 13 2147483647 2147483647 2147483647 2147483647 2147483647 1 8 9 10 11 12 13 2147483647 2147483647 2147483647 2147483647 2 7 9 11 2147483647 2147483647 7 3 6 7 8 9 10 11 2147483647 2147483647 2147483647 6 5 4 5 6 7 11 2147483647 2147483647 2147483647 2147483647 7 6 5 6 7 8 9 10 11 12 13 14 15 16 8 9 11 10 9 10 11 12 12 11 10 11 12 13 13 12 11 12 13 14 14 13 12 13 14 15 15 14 13 14 15 16 
3 2 2 1 2 3 4 5 6 7 8 9 10 11 3 0 4 2147483647 6 2147483647 2147483647 2147483647 2147483647 2147483647 2 1 2 3 4 5 6 2147483647 2147483647 2147483647 2147483647 3 2 4 6 2147483647 2147483647 8 4 3 4 5 6 7 8 2147483647 2147483647 2147483647 7 6 5 4 5 6 8 2147483647 2147483647 2147483647 2147483647 8 7 6 5 6 7 8 9 10 11 12 13 14 15 7 8 10 9 8 9 10 11 11 10 9 10 11 12 12 11 10 11 12 13 13 12 11 12 13 14 14 13 12 13 14 15 
5 4 4 3 2 1 2 3 4 5 6 7 8 9 5 4 0 2147483647 4 2147483647 2147483647 2147483647 2147483647 2147483647 4 3 2 1 2 3 4 2147483647 2147483647 2147483647 2147483647 5 4 2 4 2147483647 2147483647 10 6 5 4 3 4 5 6 2147483647 2147483647 2147483647 9 8 7 6 7 4 6 2147483647 2147483647 2147483647 2147483647 10 9 8 7 6 5 6 7 8 9 10 11 12 13 7 6 10 9 8 7 8 9 11 10 9 8 9 10 12 11 10 9 10 11 13 12 11 10 11 12 14 13 12 11 12 13 
6 5 5 4 3 2 1 2 3 4 5 6 7 8 6 5 1 0 1 2147483647 2147483647 2147483647 2147483647 2147483647 5 4 3 2 1 2 3 2147483647 2147483647 2147483647 2147483647 6 5 3 3 2147483647 2147483647 11 7 6 5 4 5 4 5 2147483647 2147483647 2147483647 10 9 8 7 8 5 5 2147483647 2147483647 2147483647 2147483647 11 10 9 8 7 6 7 6 7 8 9 10 11 12 8 7 11 10 9 8 9 10 12 11 10 9 10 11 13 12 11 10 11 12 14 13 12 11 12 13 15 14 13 12 13 14 
7 6 6 5 4 3 2 1 2 3 4 5 6 7 7 6 4 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 6 5 4 3 2 1 2 2147483647 2147483647 2147483647 2147483647 7 6 4 2 2147483647 2147483647 12 8 7 6 5 4 3 4 2147483647 2147483647 2147483647 11 10 9 8 9 6 4 2147483647 2147483647 2147483647 2147483647 12 11 10 9 8 7 6 5 6 7 8 9 10 11 9 8 12 11 10 9 10 11 13 12 11 10 11 12 14 13 12 11 12 13 15 14 13 12 13 14 16 15 14 13 14 15 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
10 9 9 8 7 6 5 4 3 2 1 2 3 4 10 9 13 2147483647 15 1 0 1 2 3 11 10 11 12 13 14 15 1 2 3 4 12 11 13 15 2147483647 5 17 13 12 13 14 15 16 17 2147483647 2147483647 6 16 15 14 13 14 15 17 2147483647 2147483647 2147483647 7 17 16 15 14 15 16 17 18 19 20 21 22 23 8 16 17 19 18 17 18 19 20 20 19 18 19 20 21 21 20 19 20 21 22 22 21 20 21 22 23 23 22 21 22 23 24 
11 10 10 9 8 7 6 5 4 3 2 1 2 3 11 10 14 2147483647 16 2 1 0 1 2 12 11 12 13 14 15 16 2 1 2 3 13 12 14 16 2147483647 4 18 14 13 14 15 16 17 18 2147483647 2147483647 5 17 16 15 14 15 16 18 2147483647 2147483647 2147483647 6 18 17 16 15 16 17 18 19 20 21 22 23 24 7 17 18 20 19 18 19 20 21 21 20 19 20 21 22 22 21 20 21 22 23 23 22 21 22 23 24 24 23 22 23 24 25 
12 11 11 10 9 8 7 6 5 4 3 2 1 2 12 11 15 2147483647 17 3 2 1 0 1 13 12 13 14 15 16 17 3 2 1 2 14 13 15 17 2147483647 3 19 15 14 15 16 17 18 19 2147483647 2147483647 4 18 17 16 15 16 17 19 2147483647 2147483647 2147483647 5 19 18 17 16 17 18 19 20 21 22 23 24 25 6 18 19 21 20 19 20 21 22 22 21 20 21 22 23 23 22 21 22 23 24 24 23 22 23 24 25 25 24 23 24 25 26 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 4 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 5 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
3 10 2 9 10 11 12 13 14 15 16 17 18 19 1 8 10 2147483647 12 2147483647 2147483647 2147483647 2147483647 2147483647 0 7 8 9 10 11 12 2147483647 2147483647 2147483647 2147483647 1 6 8 10 2147483647 2147483647 6 2 5 6 7 8 9 10 2147483647 2147483647 2147483647 5 4 3 4 5 6 10 2147483647 2147483647 2147483647 2147483647 6 5 4 5 6 7 8 9 10 11 12 13 14 15 7 8 10 9 8 9 10 11 11 10 9 10 11 12 12 11 10 11 12 13 13 12 11 12 13 14 14 13 12 13 14 15 
4 3 3 2 3 4 5 6 7 8 9 10 11 12 2 1 3 2147483647 5 2147483647 2147483647 2147483647 2147483647 2147483647 1 0 1 2 3 4 5 2147483647 2147483647 2147483647 2147483647 2 1 3 5 2147483647 2147483647 7 3 2 3 4 5 6 7 2147483647 2147483647 2147483647 6 5 4 3 4 5 7 2147483647 2147483647 2147483647 2147483647 7 6 5 4 5 6 7 8 9 10 11 12 13 14 6 7 9 8 7 8 9 10 10 9 8 9 10 11 11 10 9 10 11 12 12 11 10 11 12 13 13 12 11 12 13 14 
5 4 4 3 4 3 4 5 6 7 8 9 10 11 3 2 2 2147483647 4 2147483647 2147483647 2147483647 2147483647 2147483647 2 1 0 1 2 3 4 2147483647 2147483647 2147483647 2147483647 3 2 2 4 2147483647 2147483647 8 4 3 4 3 4 5 6 2147483647 2147483647 2147483647 7 6 5 4 5 4 6 2147483647 2147483647 2147483647 2147483647 8 7 6 5 6 5 6 7 8 9 10 11 12 13 7 6 10 9 8 7 8 9 11 10 9 8 9 10 12 11 10 9 10 11 13 12 11 10 11 12 14 13 12 11 12 13 
6 5 5 4 3 2 3 4 5 6 7 8 9 10 4 3 1 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 3 2 1 0 1 2 3 2147483647 2147483647 2147483647 2147483647 4 3 1 3 2147483647 2147483647 9 5 4 3 2 3 4 5 2147483647 2147483647 2147483647 8 7 6 5 6 3 5 2147483647 2147483647 2147483647 2147483647 9 8 7 6 5 4 5 6 7 8 9 10 11 12 6 5 9 8 7 6 7 8 10 9 8 7 8 9 11 10 9 8 9 10 12 11 10 9 10 11 13 12 11 10 11 12 
7 6 6 5 4 3 4 3 4 5 6 7 8 9 5 4 2 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 4 3 2 1 0 1 2 2147483647 2147483647 2147483647 2147483647 5 4 2 2 2147483647 2147483647 10 6 5 4 3 4 3 4 2147483647 2147483647 2147483647 9 8 7 6 7 4 4 2147483647 2147483647 2147483647 2147483647 10 9 8 7 6 5 6 5 6 7 8 9 10 11 7 6 10 9 8 7 8 9 11 10 9 8 9 10 12 11 10 9 10 11 13 12 11 10 11 12 14 13 12 11 12 13 
8 7 7 6 5 4 3 2 3 4 5 6 7 8 6 5 3 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 5 4 3 2 1 0 1 2147483647 2147483647 2147483647 2147483647 6 5 3 1 2147483647 2147483647 11 7 6 5 4 3 2 3 2147483647 2147483647 2147483647 10 9 8 7 8 5 3 2147483647 2147483647 2147483647 2147483647 11 10 9 8 7 6 5 4 5 6 7 8 9 10 8 7 11 10 9 8 9 10 12 11 10 9 10 11 13 12 11 10 11 12 14 13 12 11 12 13 15 14 13 12 13 14 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 4 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 0 1 2 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 4 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 5 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 6 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2 1 0 1 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 4 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 5 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 4 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
4 9 3 8 9 10 11 12 13 14 15 16 17 18 2 7 9 2147483647 11 2147483647 2147483647 2147483647 2147483647 2147483647 1 6 7 8 9 10 11 2147483647 2147483647 2147483647 2147483647 0 5 7 9 2147483647 2147483647 5 1 4 5 6 7 8 9 2147483647 2147483647 2147483647 4 3 2 3 4 5 9 2147483647 2147483647 2147483647 2147483647 5 4 3 4 5 6 7 8 9 10 11 12 13 14 6 7 9 8 7 8 9 10 10 9 8 9 10 11 11 10 9 10 11 12 12 11 10 11 12 13 13 12 11 12 13 14 
5 4 4 3 4 5 6 7 8 9 10 11 12 13 3 2 4 2147483647 6 2147483647 2147483647 2147483647 2147483647 2147483647 2 1 2 3 4 5 6 2147483647 2147483647 2147483647 2147483647 3 0 4 6 2147483647 2147483647 6 2 1 2 3 4 5 6 2147483647 2147483647 2147483647 5 4 3 2 3 4 6 2147483647 2147483647 2147483647 2147483647 6 5 4 3 4 5 6 7 8 9 10 11 12 13 5 6 8 7 6 7 8 9 9 8 7 8 9 10 10 9 8 9 10 11 11 10 9 10 11 12 12 11 10 11 12 13 
7 6 6 5 4 3 4 5 6 7 8 9 10 11 5 4 2 2147483647 4 2147483647 2147483647 2147483647 2147483647 2147483647 4 3 2 1 2 3 4 2147483647 2147483647 2147483647 2147483647 5 4 0 4 2147483647 2147483647 8 4 3 2 1 2 3 4 2147483647 2147483647 2147483647 7 6 5 4 5 2 4 2147483647 2147483647 2147483647 2147483647 8 7 6 5 4 3 4 5 6 7 8 9 10 11 5 4 8 7 6 5 6 7 9 8 7 6 7 8 10 9 8 7 8 9 11 10 9 8 9 10 12 11 10 9 10 11 
9 8 8 7 6 5 4 3 4 5 6 7 8 9 7 6 4 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 6 5 4 3 2 1 2 2147483647 2147483647 2147483647 2147483647 7 6 4 0 2147483647 2147483647 10 6 5 4 3 2 1 2 2147483647 2147483647 2147483647 9 8 7 6 7 4 2 2147483647 2147483647 2147483647 2147483647 10 9 8 7 6 5 4 3 4 5 6 7 8 9 7 6 10 9 8 7 8 9 11 10 9 8 9 10 12 11 10 9 10 11 13 12 11 10 11 12 14 13 12 11 12 13 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
