60
4 3 2 3 8 3 2 1 2 6 7 8 2 1 0 1 2 3 4 5 6 7 3 2 1 2 18 6 7 8 4 3 17 7 8 9 16 15 16 8 9 10 15 14 15 9 10 11 14 13 12 11 10 11 12 15 14 11 12 13 
5 4 3 2 7 4 3 2 1 5 6 7 3 2 1 0 1 2 3 4 5 6 4 3 2 1 17 5 6 7 5 4 16 6 7 8 15 14 15 7 8 9 14 13 14 8 9 10 13 12 11 10 9 10 11 14 13 10 11 12 
6 5 4 5 6 5 4 3 4 4 5 6 4 3 2 1 0 1 2 3 4 5 5 4 3 4 16 4 5 6 6 5 15 5 6 7 14 13 14 6 7 8 13 12 13 7 8 9 12 11 10 9 8 9 10 13 12 9 10 11 
7 6 5 6 5 6 5 4 5 3 4 5 5 4 3 2 1 0 1 2 3 4 6 5 4 5 15 3 4 5 7 6 14 4 5 6 13 12 13 5 6 7 12 11 12 6 7 8 11 10 9 8 7 8 9 12 11 8 9 10 
8 7 6 7 4 7 6 5 6 2 3 4 6 5 4 3 2 1 0 1 2 3 7 6 5 6 14 2 3 4 8 7 13 3 4 5 12 11 12 4 5 6 11 10 11 5 6 7 10 9 8 7 6 7 8 11 10 7 8 9 
9 8 7 8 3 8 7 6 7 1 2 3 7 6 5 4 3 2 1 0 1 2 8 7 6 7 13 1 2 3 9 8 12 2 3 4 11 10 11 3 4 5 10 9 10 4 5 6 9 8 7 6 5 6 7 10 9 6 7 8 
10 9 8 9 2 9 8 7 8 2 1 2 8 7 6 5 4 3 2 1 0 1 9 8 7 8 14 2 1 2 10 9 13 3 2 3 12 11 12 4 3 4 11 10 11 5 4 5 10 9 8 7 6 5 6 11 10 7 6 7 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 4 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 5 2147483647 2147483647 2147483647 2147483647 6 
3 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
4 3 4 5 10 3 2 3 4 8 9 10 2 1 2 3 4 5 6 7 8 9 1 0 1 2 20 8 9 10 2 1 19 9 10 11 18 17 18 10 11 12 17 16 17 11 12 13 16 15 14 13 12 13 14 17 16 13 14 15 
5 4 5 6 11 4 3 4 5 9 10 11 3 2 3 4 5 6 7 8 9 10 2 1 0 1 21 9 10 11 3 2 20 10 11 12 19 18 19 11 12 13 18 17 18 12 13 14 17 16 15 14 13 14 15 18 17 14 15 16 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
8 7 6 7 12 7 6 5 6 10 11 12 6 5 4 3 2 1 8 9 10 11 7 6 5 6 0 10 11 12 8 7 1 9 10 11 8 7 2 8 9 10 7 6 3 7 8 9 6 5 4 5 6 7 8 7 6 7 8 9 
10 9 8 9 4 9 8 7 8 2 3 4 8 7 6 5 4 3 2 1 2 3 9 8 7 8 12 0 3 4 10 9 11 1 4 5 10 9 10 2 5 6 9 8 9 3 6 7 8 7 6 5 4 5 6 9 8 5 6 7 
11 10 9 10 3 10 9 8 9 3 2 3 9 8 7 6 5 4 3 2 1 2 10 9 8 9 13 1 0 1 11 10 12 2 1 2 11 10 11 3 2 3 10 9 10 4 3 4 9 8 7 6 5 4 5 10 9 6 5 6 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 4 2147483647 2147483647 2147483647 2147483647 5 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
9 8 7 8 13 8 7 6 7 11 12 13 7 6 5 4 3 2 9 10 11 12 8 7 6 7 1 9 10 11 9 8 0 8 9 10 7 6 1 7 8 9 6 5 2 6 7 8 5 4 3 4 5 6 7 6 5 6 7 8 
11 10 9 10 5 10 9 8 9 3 4 5 9 8 7 6 5 4 3 2 3 4 10 9 8 9 11 1 4 5 11 10 10 0 5 6 9 8 9 1 6 7 8 7 8 2 5 6 7 6 5 4 3 4 5 8 7 4 5 6 
12 11 10 11 4 11 10 9 10 4 3 4 10 9 8 7 6 5 4 3 2 3 11 10 9 10 12 2 1 2 12 11 11 1 0 1 10 9 10 2 1 2 9 8 9 3 2 3 8 7 6 5 4 3 4 9 8 5 4 5 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 4 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
11 10 9 10 13 10 9 8 9 11 12 13 9 8 7 6 5 4 11 10 11 12 10 9 8 9 3 9 10 11 11 10 2 8 9 10 1 0 1 7 8 9 6 5 2 6 7 8 5 4 3 4 5 6 7 6 5 6 7 8 
10 9 8 9 12 9 8 7 8 10 11 12 8 7 6 5 4 3 10 9 10 11 9 8 7 8 2 8 9 10 10 9 1 7 8 9 6 5 0 6 7 8 5 4 1 5 6 7 4 3 2 3 4 5 6 5 4 5 6 7 
12 11 10 11 6 11 10 9 10 4 5 6 10 9 8 7 6 5 4 3 4 5 11 10 9 10 10 2 5 6 12 11 9 1 6 7 8 7 8 0 5 6 7 6 7 1 4 5 6 5 4 3 2 3 4 7 6 3 4 5 
13 12 11 12 5 12 11 10 11 5 4 5 11 10 9 8 7 6 5 4 3 4 12 11 10 11 11 3 2 3 13 12 10 2 1 2 9 8 9 1 0 1 8 7 8 2 1 2 7 6 5 4 3 2 3 8 7 4 3 4 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 4 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 3 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 
12 11 10 11 12 11 10 9 10 10 11 12 10 9 8 7 6 5 10 9 10 11 11 10 9 10 4 8 9 10 12 11 3 7 8 9 2 1 2 6 7 8 1 0 1 5 6 7 2 1 2 3 4 5 6 3 2 5 6 7 
11 10 9 10 11 10 9 8 9 9 10 11 9 8 7 6 5 4 9 8 9 10 10 9 8 9 3 7 8 9 11 10 2 6 7 8 5 4 1 5 6 7 4 3 0 4 5 6 3 2 1 2 3 4 5 4 3 4 5 6 
13 12 11 12 7 12 11 10 11 5 6 7 11 10 9 8 7 6 5 4 5 6 12 11 10 11 9 3 6 7 13 12 8 2 5 6 7 6 7 1 4 5 6 5 6 0 3 4 5 4 3 2 1 2 3 6 5 2 3 4 
14 13 12 13 6 13 12 11 12 6 5 6 12 11 10 9 8 7 6 5 4 5 13 12 11 12 10 4 3 4 14 13 9 3 2 3 8 7 8 2 1 2 7 6 7 1 0 1 6 5 4 3 2 1 2 7 6 3 2 3 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 5 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 4 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 
13 12 11 12 11 12 11 10 11 9 10 11 11 10 9 8 7 6 9 8 9 10 12 11 10 11 5 7 8 9 13 12 4 6 7 8 3 2 3 5 6 7 2 1 2 4 5 6 1 0 1 2 3 4 5 2 1 4 5 6 
14 13 12 13 10 13 12 11 12 8 9 10 12 11 10 9 8 7 8 7 8 9 13 12 11 12 6 6 7 8 14 13 5 5 6 7 4 3 4 4 5 6 3 2 3 3 4 5 2 1 0 1 2 3 4 3 2 3 4 5 
15 14 13 14 9 14 13 12 13 7 8 9 13 12 11 10 9 8 7 6 7 8 14 13 12 13 7 5 6 7 15 14 6 4 5 6 5 4 5 3 4 5 4 3 4 2 3 4 3 2 1 0 1 2 3 4 3 2 3 4 
14 13 12 13 8 13 12 11 12 6 7 8 12 11 10 9 8 7 6 5 6 7 13 12 11 12 8 4 5 6 14 13 7 3 4 5 6 5 6 2 3 4 5 4 5 1 2 3 4 3 2 1 0 1 2 5 4 1 2 3 
15 14 13 14 7 14 13 12 13 7 6 7 13 12 11 10 9 8 7 6 5 6 14 13 12 13 9 5 4 5 15 14 8 4 3 4 7 6 7 3 2 3 6 5 6 2 1 2 5 4 3 2 1 0 1 6 5 2 1 2 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 6 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 5 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 4 2147483647 2147483647 2147483647 2147483647 2147483647 3 2147483647 2147483647 2147483647 2147483647 2147483647 2 2147483647 2147483647 2147483647 2147483647 2147483647 1 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 1 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 1 0 1 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 
