49
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
20 3 17 16 17 16 17 18 19 2 16 15 16 15 20 1 14 14 15 16 0 13 14 13 14 15 16 1 12 12 15 16 2 11 10 11 17 3 2147483647 10 9 8 7 6 5 4 5 11 10 
9 10 4 3 4 5 6 7 8 9 3 2 3 4 9 10 1 5 8 9 11 0 7 6 7 8 9 10 1 7 8 9 11 2 11 8 10 12 2147483647 3 10 9 10 11 12 13 14 4 11 
8 9 5 4 5 4 5 6 7 8 4 3 4 3 8 7 2 2 3 4 6 1 0 1 2 3 4 5 2 2 3 4 6 3 6 3 5 7 2147483647 4 5 4 5 6 7 8 9 5 6 
7 8 6 5 4 3 4 5 6 7 5 4 5 2 7 6 3 1 2 3 5 2 1 0 1 2 3 4 3 1 2 3 5 4 5 2 4 6 2147483647 5 4 3 4 5 6 7 8 6 5 
8 7 7 6 5 4 5 6 7 6 6 5 6 3 8 5 4 2 1 2 4 3 2 1 0 1 2 3 4 2 1 2 4 5 6 3 3 5 2147483647 6 5 4 5 4 5 6 7 7 6 
9 6 8 7 6 5 6 7 8 5 7 6 7 4 9 4 5 3 2 1 3 4 3 2 1 0 1 2 5 3 2 1 3 6 7 4 2 4 2147483647 7 6 5 4 3 4 5 6 8 7 
10 5 9 8 7 6 7 8 9 4 8 7 8 5 10 3 6 4 3 2 2 5 4 3 2 1 0 1 6 4 3 2 2 7 8 5 3 3 2147483647 8 7 6 5 4 5 4 5 9 8 
19 4 16 15 16 15 16 17 18 3 15 14 15 14 19 2 13 13 14 15 1 12 13 12 13 14 15 0 11 11 14 15 1 10 9 10 16 2 2147483647 9 8 7 6 5 4 3 4 10 9 
10 11 5 4 5 6 7 8 9 10 4 3 4 5 10 11 2 6 9 10 12 1 8 7 8 9 10 11 0 8 9 10 12 1 12 9 11 13 2147483647 2 11 10 11 12 13 14 15 3 12 
8 9 7 6 5 4 5 6 7 8 6 5 6 3 8 7 4 2 3 4 6 3 2 1 2 3 4 5 4 0 3 4 6 5 4 1 5 7 2147483647 4 3 2 3 4 5 6 7 5 4 
9 8 8 7 6 5 6 7 8 7 7 6 7 4 9 6 5 3 4 3 5 4 3 2 3 2 3 4 5 1 0 1 5 6 5 2 2 6 2147483647 5 4 3 4 3 4 5 6 6 5 
10 7 9 8 7 6 7 8 9 6 8 7 8 5 10 5 6 4 3 2 4 5 4 3 2 1 2 3 6 4 3 0 4 7 6 5 1 5 2147483647 6 5 4 3 2 3 4 5 7 6 
18 5 15 14 15 14 15 16 17 4 14 13 14 13 18 3 12 12 13 14 2 11 12 11 12 13 14 1 10 10 13 14 0 9 8 9 15 1 2147483647 8 7 6 5 4 3 2 3 9 8 
11 12 6 5 6 7 8 9 10 11 5 4 5 6 11 12 3 7 10 11 13 2 9 8 9 10 11 12 1 9 10 11 13 0 13 10 12 14 2147483647 1 12 11 12 13 14 15 16 2 13 
10 11 7 6 7 6 7 8 9 10 6 5 6 5 10 9 4 4 5 6 8 3 4 3 4 5 6 7 2 2 5 6 8 1 0 1 7 9 2147483647 2 3 2 3 4 5 6 7 3 4 
9 10 8 7 6 5 6 7 8 9 7 6 7 4 9 8 5 3 4 5 7 4 3 2 3 4 5 6 5 1 4 5 7 4 3 0 6 8 2147483647 3 2 1 2 3 4 5 6 4 3 
11 8 10 9 8 7 8 9 10 7 9 8 9 6 11 6 7 5 4 3 5 6 5 4 3 2 3 4 7 5 4 1 5 6 5 6 0 6 2147483647 5 4 3 2 1 2 3 4 6 5 
17 6 14 13 14 13 14 15 16 5 13 12 13 12 17 4 11 11 12 13 3 10 11 10 11 12 13 2 9 9 12 13 1 8 7 8 14 0 2147483647 7 6 5 4 3 2 1 2 8 7 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 
12 13 7 6 7 8 9 10 11 12 6 5 6 7 12 13 4 8 11 12 14 3 10 9 10 11 12 13 2 10 11 12 14 1 14 11 13 15 2147483647 0 13 12 13 14 15 16 17 1 14 
11 12 8 7 8 7 8 9 10 11 7 6 7 6 11 10 5 5 6 7 9 4 5 4 5 6 7 8 3 3 6 7 9 2 1 2 8 10 2147483647 1 0 1 2 3 4 5 6 2 1 
12 13 9 8 9 8 9 10 11 12 8 7 8 7 12 11 6 6 7 8 10 5 6 5 6 7 8 9 4 4 7 8 10 3 2 3 9 11 2147483647 2 1 0 1 2 3 4 5 3 2 
13 14 10 9 10 9 10 11 12 13 9 8 9 8 13 12 7 7 8 9 11 6 7 6 7 8 9 10 5 5 8 9 11 4 3 4 10 12 2147483647 3 2 1 0 1 2 3 4 4 3 
14 15 11 10 11 10 11 12 13 14 10 9 10 9 14 13 8 8 9 10 12 7 8 7 8 9 10 11 6 6 9 10 12 5 4 5 11 13 2147483647 4 3 2 1 0 1 2 3 5 4 
15 16 12 11 12 11 12 13 14 15 11 10 11 10 15 14 9 9 10 11 13 8 9 8 9 10 11 12 7 7 10 11 13 6 5 6 12 14 2147483647 5 4 3 2 1 0 1 2 6 5 
16 17 13 12 13 12 13 14 15 16 12 11 12 11 16 15 10 10 11 12 14 9 10 9 10 11 12 13 8 8 11 12 14 7 6 7 13 15 2147483647 6 5 4 3 2 1 0 1 7 6 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 2147483647 
2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 0 
